MetinID,Ort_Kelime_Boyu,Ort_Cumle_Boyu,Noktalama_Orani,Zenginlik_Endeksi,Tekrarlayan_Kelime_Orani,Zarf_Orani,Sifat_Orani,Pasif_Cumle_Orani,Baglac_Orani,Yazar_Sinifi
TXT_0526,5.93,21.52,0.143,0.8,0.191,0.1,0.091,0.062,0.131,Ahmet_Hamdi
TXT_0527,4.81,16.64,0.126,0.61,0.147,0.107,0.152,0.079,0.129,Halide_Edip
TXT_0528,6.28,26.77,0.156,0.78,0.24,0.093,0.159,0.061,0.128,Ahmet_Hamdi
TXT_0529,5.68,18.77,0.172,0.72,0.244,0.095,0.097,0.021,0.1,Ahmet_Hamdi
TXT_0530,6.21,25.02,0.173,0.74,0.187,0.097,0.105,0.072,0.115,Ahmet_Hamdi
TXT_0531,5.73,19.96,0.144,0.78,0.179,0.055,0.117,0.052,0.073,Peyami_Safa
TXT_0532,5.76,17.8,0.127,0.77,0.161,0.096,0.125,0.074,0.053,Peyami_Safa
TXT_0533,6.03,25.27,0.155,0.75,0.159,0.115,0.173,0.093,0.07,Ahmet_Hamdi
TXT_0534,5.25,17.0,0.121,0.66,0.179,0.071,0.162,0.052,0.046,Peyami_Safa
TXT_0535,5.93,25.15,0.144,0.82,0.111,0.104,0.104,0.025,0.133,Ahmet_Hamdi
TXT_0536,6.34,22.01,0.136,0.81,0.218,0.091,0.146,0.062,0.119,Ahmet_Hamdi
TXT_0537,6.09,18.17,0.111,0.68,0.101,0.089,0.122,0.054,0.104,Peyami_Safa
TXT_0538,4.84,20.7,0.101,0.61,0.124,0.097,0.086,0.099,0.145,Halide_Edip
TXT_0539,5.01,20.0,0.134,0.63,0.14,0.108,0.164,0.022,0.082,Halide_Edip
TXT_0540,5.87,17.99,0.148,0.7,0.106,0.109,0.086,0.054,0.113,Peyami_Safa
TXT_0541,5.33,15.17,0.133,0.68,0.213,0.111,0.097,0.035,0.117,Halide_Edip
TXT_0542,5.61,24.22,0.16,0.77,0.145,0.117,0.167,0.058,0.088,Peyami_Safa
TXT_0543,5.21,21.14,0.143,0.73,0.244,0.079,0.113,0.087,0.102,Peyami_Safa
TXT_0544,5.74,23.57,0.135,0.71,0.156,0.052,0.174,0.085,0.147,Ahmet_Hamdi
TXT_0545,5.35,18.69,0.137,0.77,0.136,0.054,0.097,0.045,0.073,Peyami_Safa
TXT_0546,6.06,22.04,0.134,0.75,0.155,0.057,0.147,0.033,0.119,Peyami_Safa
TXT_0547,6.17,21.08,0.124,0.81,0.2,0.109,0.093,0.057,0.054,Ahmet_Hamdi
TXT_0548,6.26,26.61,0.152,0.84,0.245,0.077,0.129,0.068,0.087,Ahmet_Hamdi
TXT_0549,5.85,24.73,0.176,0.73,0.115,0.116,0.154,0.097,0.05,Ahmet_Hamdi
TXT_0550,5.16,19.5,0.1,0.61,0.208,0.111,0.178,0.064,0.118,Halide_Edip
TXT_0551,5.24,16.81,0.128,0.66,0.125,0.115,0.138,0.06,0.041,Halide_Edip
TXT_0552,6.35,21.03,0.136,0.72,0.186,0.09,0.175,0.093,0.091,Ahmet_Hamdi
TXT_0553,5.43,18.43,0.134,0.62,0.136,0.102,0.144,0.063,0.065,Halide_Edip
TXT_0554,6.42,18.75,0.138,0.78,0.244,0.094,0.126,0.067,0.1,Ahmet_Hamdi
TXT_0555,5.09,18.49,0.113,0.71,0.101,0.08,0.112,0.098,0.058,Halide_Edip
TXT_0556,6.19,25.61,0.14,0.77,0.135,0.072,0.123,0.066,0.042,Ahmet_Hamdi
TXT_0557,5.57,24.37,0.157,0.77,0.229,0.095,0.133,0.074,0.079,Ahmet_Hamdi
TXT_0558,5.84,22.62,0.175,0.83,0.228,0.105,0.087,0.057,0.125,Ahmet_Hamdi
TXT_0559,5.61,19.65,0.178,0.8,0.112,0.054,0.148,0.055,0.043,Ahmet_Hamdi
TXT_0560,6.22,24.5,0.149,0.85,0.176,0.077,0.107,0.03,0.08,Ahmet_Hamdi
TXT_0561,6.37,22.52,0.145,0.75,0.161,0.119,0.152,0.068,0.057,Ahmet_Hamdi
TXT_0562,5.96,17.6,0.155,0.72,0.249,0.051,0.143,0.025,0.148,Peyami_Safa
TXT_0563,5.32,23.34,0.142,0.78,0.119,0.083,0.104,0.091,0.131,Peyami_Safa
TXT_0564,5.85,23.96,0.152,0.81,0.111,0.069,0.096,0.086,0.147,Ahmet_Hamdi
TXT_0565,5.12,20.24,0.108,0.75,0.194,0.063,0.112,0.073,0.087,Halide_Edip
TXT_0566,5.23,18.38,0.138,0.71,0.206,0.072,0.104,0.078,0.146,Peyami_Safa
TXT_0567,6.33,22.47,0.158,0.8,0.135,0.067,0.11,0.069,0.112,Ahmet_Hamdi
TXT_0568,6.45,25.24,0.124,0.78,0.187,0.079,0.088,0.06,0.061,Ahmet_Hamdi
TXT_0569,5.81,20.11,0.124,0.74,0.171,0.111,0.104,0.095,0.054,Ahmet_Hamdi
TXT_0570,5.87,18.7,0.139,0.73,0.176,0.1,0.134,0.069,0.131,Peyami_Safa
TXT_0571,5.78,23.3,0.131,0.75,0.115,0.085,0.132,0.088,0.077,Peyami_Safa
TXT_0572,6.22,27.53,0.156,0.72,0.165,0.117,0.089,0.04,0.075,Ahmet_Hamdi
TXT_0573,5.82,19.08,0.114,0.75,0.163,0.104,0.129,0.045,0.076,Peyami_Safa
TXT_0574,5.59,23.08,0.15,0.74,0.193,0.059,0.138,0.091,0.067,Ahmet_Hamdi
TXT_0575,5.15,18.34,0.101,0.63,0.239,0.058,0.173,0.06,0.087,Halide_Edip
TXT_0576,6.13,21.75,0.119,0.75,0.146,0.112,0.109,0.097,0.055,Peyami_Safa
TXT_0577,5.47,20.93,0.126,0.67,0.124,0.067,0.139,0.097,0.056,Peyami_Safa
TXT_0578,5.83,25.34,0.136,0.76,0.245,0.082,0.097,0.062,0.04,Ahmet_Hamdi
TXT_0579,6.0,23.53,0.159,0.71,0.139,0.11,0.17,0.026,0.095,Ahmet_Hamdi
TXT_0580,5.51,27.94,0.127,0.8,0.156,0.099,0.156,0.099,0.108,Ahmet_Hamdi
TXT_0581,5.49,22.63,0.125,0.69,0.114,0.094,0.131,0.064,0.13,Peyami_Safa
TXT_0582,5.77,19.53,0.096,0.6,0.141,0.111,0.155,0.099,0.07,Halide_Edip
TXT_0583,5.96,22.02,0.146,0.7,0.241,0.064,0.083,0.093,0.112,Peyami_Safa
TXT_0584,6.31,23.51,0.134,0.81,0.158,0.087,0.086,0.045,0.084,Ahmet_Hamdi
TXT_0585,5.51,21.92,0.119,0.75,0.127,0.099,0.117,0.097,0.129,Peyami_Safa
TXT_0586,6.05,17.92,0.123,0.69,0.172,0.11,0.083,0.069,0.048,Peyami_Safa
TXT_0587,5.45,18.34,0.134,0.72,0.212,0.069,0.165,0.05,0.064,Peyami_Safa
TXT_0588,5.78,24.48,0.158,0.74,0.201,0.058,0.101,0.064,0.054,Peyami_Safa
TXT_0589,5.17,15.96,0.115,0.73,0.113,0.072,0.131,0.053,0.108,Halide_Edip
TXT_0590,5.84,24.33,0.115,0.68,0.23,0.061,0.167,0.047,0.102,Peyami_Safa
TXT_0591,5.26,18.08,0.142,0.76,0.181,0.059,0.099,0.087,0.114,Peyami_Safa
TXT_0592,5.57,22.13,0.141,0.74,0.179,0.073,0.168,0.044,0.107,Peyami_Safa
TXT_0593,5.35,14.92,0.131,0.6,0.124,0.054,0.118,0.031,0.109,Halide_Edip
TXT_0594,5.11,16.94,0.133,0.71,0.157,0.057,0.177,0.084,0.087,Halide_Edip
TXT_0595,6.44,21.14,0.177,0.7,0.104,0.055,0.091,0.071,0.127,Ahmet_Hamdi
TXT_0596,5.86,18.6,0.159,0.71,0.236,0.052,0.104,0.093,0.076,Ahmet_Hamdi
TXT_0597,5.32,19.6,0.134,0.78,0.241,0.082,0.17,0.097,0.099,Peyami_Safa
TXT_0598,5.19,18.4,0.091,0.68,0.143,0.079,0.122,0.027,0.095,Halide_Edip
TXT_0599,6.13,22.49,0.124,0.84,0.192,0.061,0.09,0.027,0.144,Ahmet_Hamdi
TXT_0600,5.52,21.19,0.117,0.79,0.118,0.081,0.137,0.082,0.136,Peyami_Safa
TXT_0601,5.11,19.89,0.109,0.75,0.149,0.112,0.16,0.054,0.116,Halide_Edip
TXT_0602,5.24,23.47,0.114,0.66,0.223,0.067,0.083,0.068,0.065,Peyami_Safa
TXT_0603,5.62,23.28,0.16,0.84,0.187,0.105,0.154,0.063,0.091,Ahmet_Hamdi
TXT_0604,5.13,15.34,0.11,0.73,0.114,0.11,0.094,0.041,0.063,Halide_Edip
TXT_0605,5.78,16.3,0.111,0.75,0.103,0.086,0.168,0.047,0.106,Peyami_Safa
TXT_0606,5.7,19.69,0.123,0.74,0.216,0.065,0.118,0.061,0.042,Peyami_Safa
TXT_0607,5.71,22.54,0.121,0.77,0.211,0.073,0.152,0.037,0.1,Peyami_Safa
TXT_0608,5.83,18.18,0.153,0.72,0.217,0.056,0.174,0.048,0.139,Ahmet_Hamdi
TXT_0609,5.66,17.16,0.138,0.76,0.101,0.076,0.156,0.076,0.067,Peyami_Safa
TXT_0610,5.87,18.89,0.178,0.78,0.196,0.091,0.14,0.065,0.103,Ahmet_Hamdi
TXT_0611,6.25,27.22,0.165,0.71,0.11,0.057,0.092,0.078,0.07,Ahmet_Hamdi
TXT_0612,5.73,17.15,0.146,0.71,0.249,0.052,0.166,0.082,0.143,Peyami_Safa
TXT_0613,5.66,20.75,0.109,0.73,0.147,0.1,0.096,0.025,0.043,Halide_Edip
TXT_0614,5.85,26.02,0.164,0.71,0.215,0.062,0.099,0.044,0.11,Ahmet_Hamdi
TXT_0615,4.91,18.94,0.119,0.61,0.242,0.113,0.163,0.047,0.086,Halide_Edip
TXT_0616,5.56,26.87,0.154,0.75,0.113,0.061,0.174,0.033,0.127,Ahmet_Hamdi
TXT_0617,5.25,14.32,0.114,0.62,0.207,0.057,0.163,0.098,0.128,Halide_Edip
TXT_0618,5.55,23.86,0.118,0.75,0.108,0.067,0.149,0.071,0.128,Peyami_Safa
TXT_0619,6.12,16.57,0.111,0.67,0.222,0.113,0.15,0.078,0.117,Peyami_Safa
TXT_0620,5.4,22.24,0.115,0.68,0.233,0.106,0.088,0.064,0.101,Peyami_Safa
TXT_0621,5.27,17.88,0.092,0.73,0.107,0.069,0.129,0.063,0.059,Halide_Edip
TXT_0622,5.88,24.86,0.179,0.76,0.196,0.099,0.137,0.06,0.052,Ahmet_Hamdi
TXT_0623,5.7,17.41,0.131,0.71,0.235,0.099,0.165,0.041,0.149,Halide_Edip
TXT_0624,5.57,24.36,0.12,0.79,0.133,0.092,0.127,0.078,0.071,Ahmet_Hamdi
TXT_0625,5.74,21.1,0.147,0.84,0.245,0.066,0.146,0.076,0.097,Ahmet_Hamdi
TXT_0626,5.55,21.55,0.116,0.75,0.224,0.116,0.154,0.028,0.067,Peyami_Safa
TXT_0627,5.01,21.11,0.138,0.66,0.178,0.078,0.172,0.058,0.089,Halide_Edip
TXT_0628,5.07,14.96,0.134,0.75,0.16,0.068,0.154,0.031,0.076,Halide_Edip
TXT_0629,5.79,22.96,0.132,0.76,0.119,0.078,0.173,0.092,0.056,Peyami_Safa
TXT_0630,6.21,26.41,0.177,0.81,0.145,0.097,0.114,0.076,0.067,Ahmet_Hamdi
TXT_0631,6.4,20.21,0.146,0.83,0.206,0.1,0.131,0.046,0.108,Ahmet_Hamdi
TXT_0632,5.3,17.75,0.145,0.72,0.236,0.11,0.102,0.078,0.101,Peyami_Safa
TXT_0633,6.18,21.78,0.114,0.78,0.127,0.114,0.092,0.076,0.13,Peyami_Safa
TXT_0634,4.95,21.79,0.138,0.62,0.227,0.118,0.103,0.069,0.056,Halide_Edip
TXT_0635,5.9,22.16,0.144,0.76,0.205,0.087,0.101,0.028,0.097,Ahmet_Hamdi
TXT_0636,5.36,14.96,0.107,0.69,0.238,0.072,0.121,0.077,0.139,Halide_Edip
TXT_0637,5.74,24.35,0.121,0.73,0.247,0.064,0.096,0.039,0.132,Peyami_Safa
TXT_0638,5.73,15.48,0.121,0.62,0.166,0.091,0.151,0.04,0.129,Halide_Edip
TXT_0639,5.01,15.81,0.129,0.61,0.226,0.105,0.15,0.021,0.095,Halide_Edip
TXT_0640,6.24,24.1,0.161,0.77,0.147,0.068,0.177,0.094,0.122,Ahmet_Hamdi
TXT_0641,5.08,21.04,0.131,0.7,0.134,0.055,0.098,0.086,0.094,Halide_Edip
TXT_0642,5.23,19.96,0.147,0.7,0.122,0.094,0.119,0.047,0.143,Peyami_Safa
TXT_0643,6.2,18.48,0.168,0.75,0.185,0.11,0.157,0.069,0.148,Ahmet_Hamdi
TXT_0644,5.1,15.34,0.118,0.71,0.171,0.074,0.168,0.058,0.062,Halide_Edip
TXT_0645,5.82,20.01,0.121,0.8,0.133,0.116,0.117,0.038,0.127,Peyami_Safa
TXT_0646,6.12,24.98,0.16,0.71,0.186,0.052,0.122,0.045,0.124,Peyami_Safa
TXT_0647,5.54,24.46,0.119,0.66,0.181,0.054,0.155,0.048,0.095,Peyami_Safa
TXT_0648,5.44,21.14,0.137,0.74,0.12,0.084,0.165,0.053,0.111,Halide_Edip
TXT_0649,5.97,16.77,0.142,0.71,0.168,0.068,0.133,0.093,0.041,Peyami_Safa
TXT_0650,5.32,15.67,0.126,0.68,0.147,0.082,0.156,0.081,0.049,Halide_Edip
TXT_0651,5.6,23.98,0.132,0.76,0.147,0.08,0.109,0.056,0.105,Peyami_Safa
TXT_0652,5.72,25.35,0.123,0.79,0.184,0.097,0.161,0.068,0.058,Ahmet_Hamdi
TXT_0653,5.57,18.05,0.131,0.8,0.172,0.09,0.13,0.02,0.135,Ahmet_Hamdi
TXT_0654,5.07,14.89,0.102,0.64,0.146,0.116,0.098,0.073,0.145,Halide_Edip
TXT_0655,5.56,19.12,0.133,0.76,0.106,0.054,0.135,0.065,0.102,Peyami_Safa
TXT_0656,5.74,24.01,0.146,0.72,0.222,0.115,0.124,0.098,0.067,Peyami_Safa
TXT_0657,5.97,27.26,0.155,0.77,0.131,0.056,0.153,0.077,0.073,Ahmet_Hamdi
TXT_0658,5.23,19.3,0.125,0.67,0.204,0.065,0.146,0.038,0.048,Peyami_Safa
TXT_0659,6.04,26.42,0.126,0.81,0.172,0.094,0.142,0.078,0.14,Ahmet_Hamdi
TXT_0660,5.46,19.8,0.126,0.74,0.193,0.071,0.135,0.088,0.079,Halide_Edip
TXT_0661,4.94,17.7,0.123,0.72,0.154,0.094,0.162,0.093,0.121,Halide_Edip
TXT_0662,4.89,19.2,0.129,0.63,0.119,0.079,0.098,0.049,0.062,Halide_Edip
TXT_0663,6.31,27.79,0.153,0.75,0.151,0.116,0.134,0.053,0.149,Ahmet_Hamdi
TXT_0664,6.37,22.82,0.16,0.79,0.111,0.085,0.097,0.09,0.118,Ahmet_Hamdi
TXT_0665,5.75,16.24,0.129,0.73,0.219,0.114,0.164,0.035,0.042,Peyami_Safa
TXT_0666,6.43,18.59,0.159,0.77,0.218,0.082,0.132,0.032,0.141,Ahmet_Hamdi
TXT_0667,5.82,25.71,0.166,0.83,0.17,0.101,0.112,0.053,0.058,Ahmet_Hamdi
TXT_0668,6.11,24.95,0.139,0.71,0.209,0.112,0.082,0.035,0.123,Peyami_Safa
TXT_0669,5.21,14.16,0.102,0.61,0.109,0.069,0.118,0.068,0.126,Halide_Edip
TXT_0670,6.01,21.85,0.13,0.79,0.188,0.1,0.133,0.055,0.114,Ahmet_Hamdi
TXT_0671,4.93,15.34,0.122,0.67,0.15,0.072,0.177,0.061,0.136,Halide_Edip
TXT_0672,5.59,25.02,0.172,0.79,0.123,0.064,0.104,0.073,0.107,Ahmet_Hamdi
TXT_0673,5.52,26.69,0.124,0.75,0.169,0.114,0.177,0.075,0.082,Ahmet_Hamdi
TXT_0674,5.48,23.74,0.141,0.69,0.151,0.081,0.159,0.069,0.066,Peyami_Safa
TXT_0675,6.01,22.32,0.152,0.77,0.116,0.061,0.132,0.066,0.095,Ahmet_Hamdi
TXT_0676,4.96,17.9,0.124,0.72,0.164,0.074,0.083,0.078,0.048,Halide_Edip
TXT_0677,5.09,14.48,0.139,0.61,0.114,0.063,0.143,0.067,0.077,Halide_Edip
TXT_0678,5.46,18.05,0.104,0.66,0.198,0.078,0.119,0.092,0.131,Halide_Edip
TXT_0679,5.88,18.45,0.116,0.72,0.133,0.113,0.129,0.026,0.13,Peyami_Safa
TXT_0680,5.51,15.19,0.138,0.68,0.185,0.051,0.168,0.075,0.073,Halide_Edip
TXT_0681,5.73,24.01,0.135,0.84,0.228,0.053,0.16,0.084,0.045,Ahmet_Hamdi
TXT_0682,5.51,20.88,0.168,0.72,0.241,0.071,0.136,0.1,0.094,Ahmet_Hamdi
TXT_0683,6.06,23.52,0.126,0.75,0.216,0.092,0.167,0.1,0.055,Ahmet_Hamdi
TXT_0684,6.09,20.61,0.148,0.75,0.197,0.058,0.171,0.023,0.119,Ahmet_Hamdi
TXT_0685,5.91,22.58,0.138,0.77,0.147,0.101,0.158,0.026,0.114,Peyami_Safa
TXT_0686,5.64,18.03,0.171,0.8,0.239,0.054,0.108,0.035,0.135,Ahmet_Hamdi
TXT_0687,5.63,23.45,0.147,0.69,0.15,0.066,0.178,0.081,0.103,Peyami_Safa
TXT_0688,6.08,22.96,0.155,0.73,0.234,0.063,0.172,0.049,0.061,Ahmet_Hamdi
TXT_0689,5.31,17.76,0.145,0.67,0.221,0.107,0.138,0.093,0.067,Peyami_Safa
TXT_0690,5.78,24.29,0.13,0.73,0.181,0.058,0.177,0.032,0.133,Peyami_Safa
TXT_0691,5.59,19.59,0.108,0.74,0.247,0.104,0.117,0.04,0.064,Halide_Edip
TXT_0692,6.16,19.35,0.131,0.77,0.157,0.067,0.114,0.039,0.092,Peyami_Safa
TXT_0693,6.32,24.7,0.141,0.74,0.154,0.05,0.106,0.065,0.118,Ahmet_Hamdi
TXT_0694,5.53,24.23,0.139,0.67,0.183,0.062,0.144,0.092,0.042,Peyami_Safa
TXT_0695,5.56,19.35,0.151,0.73,0.236,0.075,0.118,0.074,0.136,Peyami_Safa
TXT_0696,5.75,19.99,0.16,0.71,0.103,0.075,0.128,0.054,0.083,Peyami_Safa
TXT_0697,5.28,24.91,0.124,0.69,0.245,0.104,0.161,0.025,0.125,Peyami_Safa
TXT_0698,6.1,17.85,0.124,0.75,0.126,0.113,0.118,0.088,0.088,Peyami_Safa
TXT_0699,5.63,17.48,0.13,0.76,0.198,0.055,0.099,0.069,0.09,Peyami_Safa
TXT_0700,5.93,21.01,0.166,0.84,0.248,0.117,0.087,0.068,0.138,Ahmet_Hamdi
TXT_0701,6.18,16.73,0.133,0.74,0.176,0.105,0.146,0.037,0.139,Peyami_Safa
TXT_0702,5.5,19.99,0.115,0.74,0.219,0.117,0.148,0.089,0.079,Peyami_Safa
TXT_0703,5.41,16.63,0.126,0.64,0.244,0.086,0.158,0.032,0.102,Halide_Edip
TXT_0704,6.16,25.66,0.157,0.79,0.228,0.065,0.087,0.078,0.123,Ahmet_Hamdi
TXT_0705,5.78,19.33,0.165,0.78,0.235,0.054,0.163,0.07,0.045,Ahmet_Hamdi
TXT_0706,5.35,23.34,0.116,0.7,0.162,0.068,0.152,0.059,0.148,Peyami_Safa
TXT_0707,6.48,27.94,0.166,0.82,0.183,0.066,0.096,0.1,0.137,Ahmet_Hamdi
TXT_0708,5.83,20.41,0.152,0.78,0.226,0.066,0.122,0.05,0.104,Peyami_Safa
TXT_0709,5.65,20.41,0.124,0.63,0.108,0.104,0.114,0.036,0.055,Halide_Edip
TXT_0710,5.39,17.43,0.114,0.77,0.173,0.055,0.142,0.062,0.072,Peyami_Safa
TXT_0711,4.95,14.26,0.117,0.66,0.218,0.075,0.097,0.09,0.052,Halide_Edip
TXT_0712,5.2,17.83,0.1,0.75,0.104,0.114,0.172,0.056,0.083,Halide_Edip
TXT_0713,5.8,23.85,0.167,0.71,0.232,0.082,0.173,0.057,0.13,Ahmet_Hamdi
TXT_0714,5.03,17.15,0.12,0.69,0.189,0.118,0.169,0.021,0.096,Halide_Edip
TXT_0715,6.09,18.08,0.169,0.84,0.191,0.058,0.135,0.061,0.142,Ahmet_Hamdi
TXT_0716,5.22,19.89,0.133,0.79,0.195,0.106,0.174,0.08,0.144,Peyami_Safa
TXT_0717,5.77,19.71,0.107,0.64,0.123,0.059,0.135,0.049,0.121,Halide_Edip
TXT_0718,6.12,22.21,0.149,0.71,0.201,0.073,0.127,0.064,0.112,Peyami_Safa
TXT_0719,5.48,21.89,0.13,0.7,0.176,0.071,0.097,0.078,0.066,Peyami_Safa
TXT_0720,5.19,19.11,0.104,0.73,0.208,0.076,0.091,0.08,0.074,Halide_Edip
TXT_0721,5.4,15.32,0.117,0.66,0.176,0.091,0.147,0.061,0.044,Halide_Edip
TXT_0722,5.76,18.0,0.125,0.62,0.109,0.055,0.133,0.039,0.149,Halide_Edip
TXT_0723,6.34,18.92,0.17,0.82,0.113,0.077,0.141,0.036,0.095,Ahmet_Hamdi
TXT_0724,6.17,20.71,0.153,0.74,0.141,0.065,0.117,0.027,0.045,Ahmet_Hamdi
TXT_0725,5.5,21.71,0.133,0.76,0.208,0.115,0.121,0.089,0.103,Peyami_Safa
TXT_0726,5.99,21.49,0.145,0.73,0.126,0.053,0.105,0.035,0.099,Ahmet_Hamdi
TXT_0727,5.99,22.91,0.155,0.72,0.108,0.112,0.092,0.08,0.07,Peyami_Safa
TXT_0728,6.08,19.71,0.146,0.82,0.157,0.078,0.1,0.042,0.133,Ahmet_Hamdi
TXT_0729,5.52,26.07,0.166,0.8,0.219,0.081,0.149,0.076,0.135,Ahmet_Hamdi
TXT_0730,5.56,22.96,0.147,0.83,0.173,0.091,0.136,0.077,0.115,Ahmet_Hamdi
TXT_0731,5.62,20.77,0.133,0.65,0.112,0.052,0.082,0.071,0.049,Halide_Edip
TXT_0732,5.38,23.93,0.141,0.78,0.169,0.078,0.165,0.046,0.116,Peyami_Safa
TXT_0733,6.0,23.6,0.135,0.79,0.136,0.094,0.159,0.054,0.119,Peyami_Safa
TXT_0734,5.27,15.15,0.095,0.69,0.164,0.117,0.162,0.068,0.047,Halide_Edip
TXT_0735,6.02,22.46,0.126,0.77,0.131,0.112,0.126,0.098,0.067,Ahmet_Hamdi
TXT_0736,5.42,22.2,0.148,0.78,0.196,0.106,0.151,0.029,0.092,Peyami_Safa
TXT_0737,5.09,21.68,0.127,0.68,0.166,0.086,0.154,0.081,0.06,Halide_Edip
TXT_0738,6.13,27.5,0.17,0.8,0.115,0.102,0.128,0.037,0.065,Ahmet_Hamdi
TXT_0739,5.42,19.97,0.135,0.7,0.195,0.101,0.092,0.067,0.145,Peyami_Safa
TXT_0740,5.23,15.29,0.124,0.7,0.107,0.051,0.136,0.079,0.048,Halide_Edip
TXT_0741,5.76,21.56,0.149,0.85,0.151,0.087,0.135,0.045,0.042,Ahmet_Hamdi
TXT_0742,5.97,19.03,0.151,0.76,0.112,0.069,0.082,0.028,0.116,Ahmet_Hamdi
TXT_0743,5.29,14.36,0.126,0.64,0.185,0.086,0.123,0.067,0.104,Halide_Edip
TXT_0744,5.35,14.52,0.137,0.65,0.17,0.08,0.143,0.031,0.079,Halide_Edip
TXT_0745,5.42,19.81,0.105,0.73,0.189,0.091,0.106,0.09,0.042,Halide_Edip
TXT_0746,5.47,22.41,0.156,0.67,0.204,0.088,0.13,0.087,0.048,Peyami_Safa
TXT_0747,5.1,14.24,0.12,0.71,0.143,0.093,0.102,0.096,0.088,Halide_Edip
TXT_0748,5.87,16.71,0.128,0.73,0.111,0.074,0.089,0.064,0.139,Peyami_Safa
TXT_0749,5.58,16.45,0.128,0.7,0.222,0.079,0.085,0.041,0.097,Peyami_Safa
TXT_0750,4.84,21.81,0.108,0.63,0.215,0.113,0.131,0.048,0.087,Halide_Edip
TXT_0751,6.28,23.53,0.122,0.79,0.231,0.066,0.097,0.055,0.086,Ahmet_Hamdi
TXT_0752,5.21,18.45,0.146,0.78,0.19,0.096,0.105,0.089,0.083,Peyami_Safa
TXT_0753,5.83,23.41,0.12,0.75,0.109,0.11,0.114,0.06,0.114,Ahmet_Hamdi
TXT_0754,5.51,25.29,0.143,0.84,0.109,0.072,0.128,0.09,0.112,Ahmet_Hamdi
TXT_0755,6.18,18.78,0.128,0.69,0.224,0.1,0.083,0.053,0.067,Peyami_Safa
TXT_0756,5.86,17.66,0.13,0.76,0.15,0.067,0.163,0.087,0.106,Peyami_Safa
TXT_0757,5.89,22.3,0.129,0.79,0.184,0.05,0.127,0.024,0.048,Peyami_Safa
TXT_0758,6.0,23.98,0.16,0.77,0.161,0.08,0.089,0.03,0.041,Ahmet_Hamdi
TXT_0759,5.77,16.08,0.154,0.79,0.183,0.106,0.11,0.084,0.08,Peyami_Safa
TXT_0760,5.76,21.66,0.099,0.7,0.149,0.084,0.162,0.085,0.121,Halide_Edip
TXT_0761,5.39,20.14,0.144,0.66,0.107,0.073,0.086,0.069,0.137,Peyami_Safa
TXT_0762,5.3,20.21,0.102,0.67,0.187,0.066,0.165,0.054,0.048,Halide_Edip
TXT_0763,5.85,22.2,0.143,0.81,0.201,0.082,0.128,0.061,0.046,Ahmet_Hamdi
TXT_0764,6.1,22.86,0.125,0.74,0.127,0.098,0.104,0.084,0.071,Ahmet_Hamdi
TXT_0765,5.54,18.21,0.121,0.68,0.124,0.108,0.121,0.028,0.04,Peyami_Safa
TXT_0766,5.82,21.95,0.133,0.81,0.198,0.081,0.174,0.094,0.051,Ahmet_Hamdi
TXT_0767,5.6,17.19,0.099,0.7,0.122,0.11,0.107,0.068,0.123,Halide_Edip
TXT_0768,5.59,20.05,0.15,0.75,0.128,0.107,0.102,0.076,0.079,Ahmet_Hamdi
TXT_0769,6.09,20.76,0.13,0.79,0.221,0.106,0.173,0.066,0.107,Peyami_Safa
TXT_0770,5.02,21.87,0.134,0.68,0.122,0.069,0.117,0.048,0.088,Halide_Edip
TXT_0771,5.55,20.71,0.097,0.63,0.195,0.109,0.134,0.066,0.129,Halide_Edip
TXT_0772,5.52,15.32,0.107,0.68,0.161,0.12,0.082,0.064,0.147,Halide_Edip
TXT_0773,5.65,20.74,0.093,0.73,0.197,0.083,0.152,0.043,0.067,Halide_Edip
TXT_0774,5.55,22.31,0.179,0.8,0.148,0.097,0.178,0.073,0.052,Ahmet_Hamdi
TXT_0775,5.79,20.01,0.116,0.73,0.127,0.102,0.1,0.021,0.13,Halide_Edip
TXT_0776,5.28,20.28,0.131,0.66,0.171,0.1,0.08,0.03,0.096,Halide_Edip
TXT_0777,5.56,18.98,0.172,0.77,0.165,0.1,0.178,0.069,0.104,Ahmet_Hamdi
TXT_0778,5.62,22.77,0.158,0.73,0.111,0.062,0.115,0.037,0.103,Peyami_Safa
TXT_0779,5.74,24.9,0.111,0.8,0.153,0.118,0.158,0.083,0.119,Peyami_Safa
TXT_0780,5.05,20.83,0.131,0.61,0.25,0.118,0.143,0.083,0.101,Halide_Edip
TXT_0781,5.45,16.88,0.114,0.64,0.197,0.12,0.088,0.031,0.14,Halide_Edip
TXT_0782,5.83,21.99,0.141,0.82,0.104,0.094,0.161,0.083,0.126,Ahmet_Hamdi
TXT_0783,6.27,27.4,0.135,0.75,0.117,0.09,0.161,0.067,0.136,Ahmet_Hamdi
TXT_0784,5.16,18.6,0.126,0.68,0.145,0.088,0.17,0.043,0.108,Halide_Edip
TXT_0785,5.57,20.74,0.118,0.67,0.245,0.068,0.107,0.093,0.101,Halide_Edip
TXT_0786,5.92,20.61,0.139,0.77,0.226,0.058,0.098,0.022,0.051,Peyami_Safa
TXT_0787,5.64,17.7,0.113,0.63,0.21,0.084,0.161,0.09,0.144,Halide_Edip
