TextID,Avg_Word_Length,Avg_Sentence_Length,Punctuation_Ratio,Richness_Index,Repetitive_Word_Ratio,Adverb_Ratio,Adjective_Ratio,Passive_Sentence_Ratio,Conjunction_Ratio,Author_Class
TXT_0526,5.53,15.96,0.114,0.66,0.123,0.108,0.099,0.05,0.13,Halide_Edip
TXT_0527,5.23,20.35,0.121,0.73,0.178,0.101,0.098,0.052,0.067,Peyami_Safa
TXT_0528,5.9,17.55,0.159,0.7,0.147,0.116,0.153,0.079,0.056,Peyami_Safa
TXT_0529,6.27,25.45,0.18,0.75,0.13,0.081,0.157,0.061,0.053,Ahmet_Hamdi
TXT_0530,5.76,18.92,0.159,0.71,0.108,0.072,0.144,0.088,0.098,Peyami_Safa
TXT_0531,5.51,16.04,0.151,0.77,0.21,0.086,0.135,0.031,0.142,Peyami_Safa
TXT_0532,5.62,14.38,0.109,0.71,0.199,0.109,0.132,0.07,0.147,Halide_Edip
TXT_0533,5.44,19.32,0.11,0.79,0.172,0.11,0.087,0.051,0.068,Peyami_Safa
TXT_0534,4.88,18.79,0.125,0.6,0.101,0.069,0.132,0.058,0.068,Halide_Edip
TXT_0535,5.51,20.49,0.091,0.75,0.21,0.111,0.176,0.075,0.099,Halide_Edip
TXT_0536,5.21,23.21,0.147,0.69,0.1,0.077,0.103,0.04,0.104,Peyami_Safa
TXT_0537,5.34,18.54,0.128,0.7,0.15,0.062,0.153,0.088,0.087,Halide_Edip
TXT_0538,6.0,21.21,0.151,0.69,0.227,0.053,0.088,0.031,0.041,Peyami_Safa
TXT_0539,5.52,19.1,0.091,0.66,0.179,0.078,0.129,0.039,0.108,Halide_Edip
TXT_0540,5.62,22.24,0.131,0.75,0.142,0.07,0.162,0.072,0.085,Peyami_Safa
TXT_0541,5.7,15.45,0.135,0.64,0.144,0.103,0.166,0.088,0.134,Halide_Edip
TXT_0542,5.57,15.22,0.118,0.68,0.159,0.115,0.137,0.049,0.043,Halide_Edip
TXT_0543,5.82,26.56,0.146,0.77,0.239,0.066,0.1,0.06,0.053,Ahmet_Hamdi
TXT_0544,5.7,16.41,0.127,0.73,0.226,0.066,0.131,0.072,0.138,Halide_Edip
TXT_0545,5.72,18.97,0.111,0.67,0.187,0.112,0.138,0.05,0.04,Peyami_Safa
TXT_0546,5.71,18.29,0.15,0.75,0.18,0.085,0.125,0.024,0.08,Ahmet_Hamdi
TXT_0547,5.99,21.79,0.15,0.76,0.183,0.102,0.145,0.063,0.042,Peyami_Safa
TXT_0548,4.88,15.25,0.102,0.65,0.142,0.059,0.171,0.065,0.09,Halide_Edip
TXT_0549,4.84,20.37,0.098,0.64,0.198,0.104,0.135,0.03,0.075,Halide_Edip
TXT_0550,5.94,20.22,0.13,0.73,0.132,0.107,0.098,0.022,0.062,Peyami_Safa
TXT_0551,5.45,20.57,0.101,0.68,0.15,0.119,0.168,0.058,0.119,Halide_Edip
TXT_0552,5.96,21.62,0.143,0.74,0.114,0.096,0.129,0.035,0.123,Ahmet_Hamdi
TXT_0553,6.34,19.3,0.143,0.82,0.157,0.084,0.1,0.032,0.073,Ahmet_Hamdi
TXT_0554,5.93,16.91,0.127,0.71,0.107,0.083,0.14,0.044,0.094,Peyami_Safa
TXT_0555,6.01,18.14,0.174,0.82,0.112,0.12,0.11,0.089,0.1,Ahmet_Hamdi
TXT_0556,6.11,19.37,0.123,0.83,0.226,0.084,0.13,0.022,0.09,Ahmet_Hamdi
TXT_0557,5.89,19.06,0.148,0.75,0.163,0.105,0.126,0.032,0.064,Peyami_Safa
TXT_0558,5.11,19.61,0.105,0.62,0.22,0.068,0.151,0.097,0.143,Halide_Edip
TXT_0559,5.16,19.26,0.102,0.71,0.185,0.099,0.104,0.084,0.058,Halide_Edip
TXT_0560,5.9,23.92,0.111,0.7,0.102,0.078,0.179,0.093,0.111,Peyami_Safa
TXT_0561,5.51,19.71,0.148,0.69,0.133,0.055,0.171,0.082,0.046,Peyami_Safa
TXT_0562,5.09,15.26,0.134,0.64,0.152,0.12,0.172,0.032,0.089,Halide_Edip
TXT_0563,5.21,18.3,0.13,0.76,0.198,0.061,0.167,0.023,0.065,Peyami_Safa
TXT_0564,5.69,23.69,0.142,0.77,0.211,0.091,0.117,0.061,0.118,Ahmet_Hamdi
TXT_0565,6.1,16.44,0.121,0.72,0.138,0.112,0.085,0.04,0.044,Peyami_Safa
TXT_0566,5.35,16.27,0.133,0.74,0.2,0.118,0.121,0.064,0.078,Halide_Edip
TXT_0567,6.12,20.35,0.114,0.67,0.18,0.065,0.083,0.081,0.083,Peyami_Safa
TXT_0568,5.95,27.92,0.149,0.79,0.137,0.084,0.095,0.05,0.128,Ahmet_Hamdi
TXT_0569,6.05,24.48,0.13,0.69,0.113,0.119,0.108,0.048,0.065,Peyami_Safa
TXT_0570,5.22,19.55,0.118,0.7,0.228,0.067,0.167,0.079,0.069,Peyami_Safa
TXT_0571,5.72,25.95,0.157,0.8,0.145,0.071,0.136,0.038,0.065,Ahmet_Hamdi
TXT_0572,4.8,19.94,0.103,0.73,0.118,0.119,0.168,0.077,0.085,Halide_Edip
TXT_0573,5.29,17.54,0.111,0.68,0.126,0.066,0.152,0.054,0.144,Halide_Edip
TXT_0574,5.62,18.24,0.123,0.63,0.186,0.078,0.14,0.097,0.095,Halide_Edip
TXT_0575,6.21,23.78,0.146,0.84,0.129,0.112,0.108,0.041,0.132,Ahmet_Hamdi
TXT_0576,5.8,21.79,0.097,0.67,0.218,0.072,0.135,0.046,0.068,Halide_Edip
TXT_0577,6.29,25.95,0.132,0.78,0.209,0.08,0.177,0.1,0.073,Ahmet_Hamdi
TXT_0578,5.41,19.06,0.112,0.65,0.195,0.113,0.088,0.087,0.149,Peyami_Safa
TXT_0579,5.85,19.01,0.136,0.78,0.243,0.07,0.134,0.059,0.112,Peyami_Safa
TXT_0580,5.58,23.45,0.151,0.7,0.205,0.068,0.143,0.057,0.119,Ahmet_Hamdi
TXT_0581,5.37,14.53,0.125,0.73,0.19,0.094,0.154,0.023,0.072,Halide_Edip
TXT_0582,5.65,21.44,0.14,0.71,0.185,0.077,0.159,0.085,0.061,Ahmet_Hamdi
TXT_0583,5.98,23.79,0.139,0.72,0.244,0.103,0.13,0.04,0.048,Ahmet_Hamdi
TXT_0584,6.03,23.34,0.138,0.74,0.171,0.1,0.095,0.035,0.149,Ahmet_Hamdi
TXT_0585,5.44,20.47,0.159,0.8,0.153,0.06,0.126,0.038,0.061,Peyami_Safa
TXT_0586,4.81,21.95,0.097,0.7,0.222,0.07,0.122,0.071,0.132,Halide_Edip
TXT_0587,6.18,21.06,0.127,0.82,0.236,0.113,0.174,0.026,0.082,Ahmet_Hamdi
TXT_0588,5.4,24.78,0.123,0.79,0.182,0.112,0.131,0.079,0.109,Peyami_Safa
TXT_0589,5.43,20.02,0.104,0.75,0.202,0.107,0.137,0.085,0.147,Halide_Edip
TXT_0590,6.3,19.45,0.126,0.76,0.203,0.099,0.091,0.051,0.099,Ahmet_Hamdi
TXT_0591,5.81,20.9,0.133,0.65,0.239,0.069,0.157,0.043,0.06,Peyami_Safa
TXT_0592,5.1,16.0,0.131,0.71,0.125,0.077,0.123,0.063,0.058,Halide_Edip
TXT_0593,4.83,21.44,0.119,0.68,0.18,0.057,0.112,0.032,0.048,Halide_Edip
TXT_0594,5.89,16.43,0.159,0.74,0.1,0.089,0.165,0.059,0.052,Peyami_Safa
TXT_0595,5.41,14.31,0.093,0.72,0.141,0.063,0.119,0.043,0.103,Halide_Edip
TXT_0596,5.27,21.91,0.138,0.66,0.123,0.055,0.134,0.022,0.108,Halide_Edip
TXT_0597,5.73,18.14,0.107,0.62,0.226,0.088,0.169,0.036,0.041,Halide_Edip
TXT_0598,5.93,24.21,0.129,0.66,0.213,0.108,0.124,0.072,0.045,Peyami_Safa
TXT_0599,5.8,21.91,0.154,0.78,0.159,0.059,0.129,0.099,0.068,Ahmet_Hamdi
TXT_0600,5.14,18.82,0.132,0.61,0.207,0.094,0.154,0.032,0.147,Halide_Edip
TXT_0601,5.43,16.55,0.138,0.74,0.134,0.102,0.102,0.033,0.1,Peyami_Safa
TXT_0602,5.65,21.23,0.116,0.71,0.19,0.056,0.091,0.067,0.072,Peyami_Safa
TXT_0603,5.6,21.35,0.104,0.61,0.221,0.115,0.129,0.078,0.138,Halide_Edip
TXT_0604,6.06,22.46,0.161,0.71,0.212,0.068,0.171,0.022,0.059,Ahmet_Hamdi
TXT_0605,6.19,23.43,0.173,0.85,0.124,0.119,0.105,0.097,0.081,Ahmet_Hamdi
TXT_0606,5.9,24.65,0.111,0.71,0.151,0.086,0.127,0.093,0.086,Peyami_Safa
TXT_0607,6.26,23.19,0.157,0.82,0.178,0.092,0.134,0.041,0.044,Ahmet_Hamdi
TXT_0608,6.13,19.39,0.129,0.78,0.124,0.075,0.148,0.036,0.103,Ahmet_Hamdi
TXT_0609,5.15,17.5,0.122,0.72,0.14,0.09,0.146,0.087,0.049,Halide_Edip
TXT_0610,5.0,16.12,0.099,0.69,0.212,0.117,0.154,0.028,0.09,Halide_Edip
TXT_0611,6.03,18.21,0.138,0.8,0.15,0.058,0.088,0.082,0.145,Ahmet_Hamdi
TXT_0612,5.42,14.43,0.098,0.61,0.148,0.085,0.146,0.028,0.126,Halide_Edip
TXT_0613,6.09,18.62,0.167,0.84,0.168,0.09,0.148,0.061,0.076,Ahmet_Hamdi
TXT_0614,5.06,14.5,0.123,0.66,0.25,0.062,0.167,0.061,0.118,Halide_Edip
TXT_0615,5.23,24.48,0.139,0.66,0.216,0.096,0.127,0.05,0.135,Peyami_Safa
TXT_0616,6.13,17.1,0.115,0.77,0.209,0.112,0.091,0.048,0.13,Peyami_Safa
TXT_0617,5.68,19.54,0.112,0.71,0.186,0.058,0.13,0.034,0.123,Halide_Edip
TXT_0618,6.09,27.64,0.164,0.84,0.134,0.059,0.158,0.048,0.123,Ahmet_Hamdi
TXT_0619,5.36,17.22,0.138,0.67,0.107,0.06,0.176,0.089,0.041,Peyami_Safa
TXT_0620,6.19,19.12,0.132,0.76,0.24,0.101,0.141,0.094,0.063,Peyami_Safa
TXT_0621,5.3,16.86,0.093,0.69,0.11,0.112,0.126,0.077,0.059,Halide_Edip
TXT_0622,6.45,18.3,0.173,0.78,0.15,0.066,0.094,0.081,0.092,Ahmet_Hamdi
TXT_0623,5.73,22.13,0.155,0.68,0.226,0.113,0.126,0.038,0.079,Peyami_Safa
TXT_0624,6.42,25.98,0.166,0.74,0.196,0.116,0.135,0.093,0.064,Ahmet_Hamdi
TXT_0625,5.93,23.08,0.123,0.76,0.168,0.096,0.105,0.022,0.082,Peyami_Safa
TXT_0626,6.2,20.3,0.169,0.81,0.188,0.076,0.121,0.081,0.067,Ahmet_Hamdi
TXT_0627,5.35,15.47,0.135,0.72,0.183,0.055,0.09,0.094,0.073,Halide_Edip
TXT_0628,6.12,19.22,0.132,0.75,0.177,0.118,0.158,0.048,0.063,Peyami_Safa
TXT_0629,5.35,21.17,0.132,0.66,0.159,0.058,0.154,0.071,0.102,Halide_Edip
TXT_0630,5.24,24.38,0.15,0.8,0.208,0.077,0.111,0.075,0.115,Peyami_Safa
TXT_0631,5.83,18.25,0.149,0.74,0.177,0.105,0.15,0.085,0.096,Ahmet_Hamdi
TXT_0632,6.01,17.23,0.125,0.75,0.221,0.102,0.099,0.039,0.124,Peyami_Safa
TXT_0633,6.31,23.83,0.147,0.78,0.108,0.108,0.096,0.051,0.106,Ahmet_Hamdi
TXT_0634,5.7,19.56,0.113,0.64,0.193,0.098,0.129,0.037,0.117,Halide_Edip
TXT_0635,6.17,22.07,0.152,0.79,0.237,0.064,0.126,0.028,0.054,Ahmet_Hamdi
TXT_0636,5.58,27.02,0.133,0.71,0.117,0.097,0.17,0.087,0.055,Ahmet_Hamdi
TXT_0637,6.09,23.35,0.138,0.66,0.232,0.069,0.178,0.065,0.104,Peyami_Safa
TXT_0638,6.09,23.49,0.13,0.73,0.102,0.1,0.141,0.047,0.078,Ahmet_Hamdi
TXT_0639,5.93,24.39,0.127,0.85,0.106,0.112,0.177,0.097,0.088,Ahmet_Hamdi
TXT_0640,6.32,26.31,0.123,0.84,0.215,0.118,0.176,0.031,0.098,Ahmet_Hamdi
TXT_0641,5.62,24.74,0.176,0.84,0.184,0.087,0.085,0.041,0.117,Ahmet_Hamdi
TXT_0642,5.89,20.43,0.129,0.69,0.21,0.108,0.162,0.092,0.143,Peyami_Safa
TXT_0643,5.66,27.66,0.176,0.8,0.14,0.099,0.116,0.083,0.146,Ahmet_Hamdi
TXT_0644,5.8,20.29,0.161,0.76,0.172,0.054,0.167,0.062,0.101,Ahmet_Hamdi
TXT_0645,6.19,22.86,0.132,0.7,0.243,0.095,0.153,0.042,0.081,Peyami_Safa
TXT_0646,6.48,22.92,0.147,0.82,0.186,0.095,0.116,0.027,0.142,Ahmet_Hamdi
TXT_0647,5.79,14.63,0.119,0.66,0.111,0.113,0.151,0.097,0.107,Halide_Edip
TXT_0648,6.14,24.96,0.159,0.75,0.147,0.097,0.099,0.033,0.122,Peyami_Safa
TXT_0649,5.28,16.8,0.14,0.66,0.131,0.081,0.117,0.099,0.146,Halide_Edip
TXT_0650,6.02,26.24,0.161,0.82,0.22,0.065,0.155,0.056,0.141,Ahmet_Hamdi
TXT_0651,6.38,25.64,0.136,0.81,0.215,0.056,0.128,0.093,0.136,Ahmet_Hamdi
TXT_0652,6.22,23.01,0.168,0.71,0.166,0.068,0.14,0.042,0.143,Ahmet_Hamdi
TXT_0653,5.79,20.84,0.127,0.69,0.122,0.095,0.166,0.054,0.134,Peyami_Safa
TXT_0654,5.69,23.2,0.127,0.7,0.142,0.071,0.083,0.076,0.119,Ahmet_Hamdi
TXT_0655,5.53,18.59,0.135,0.7,0.229,0.077,0.123,0.054,0.15,Peyami_Safa
TXT_0656,5.8,21.25,0.124,0.67,0.134,0.05,0.156,0.078,0.068,Peyami_Safa
TXT_0657,5.54,20.93,0.135,0.71,0.163,0.057,0.093,0.084,0.042,Peyami_Safa
TXT_0658,5.79,19.7,0.14,0.75,0.178,0.052,0.087,0.095,0.048,Peyami_Safa
TXT_0659,5.04,21.38,0.091,0.71,0.237,0.095,0.146,0.02,0.139,Halide_Edip
TXT_0660,5.05,15.01,0.13,0.7,0.187,0.103,0.139,0.08,0.06,Halide_Edip
TXT_0661,5.99,24.85,0.115,0.7,0.134,0.107,0.167,0.087,0.135,Peyami_Safa
TXT_0662,5.46,24.16,0.111,0.8,0.167,0.06,0.174,0.091,0.134,Peyami_Safa
TXT_0663,5.63,23.03,0.13,0.68,0.142,0.086,0.171,0.023,0.056,Peyami_Safa
TXT_0664,6.04,24.66,0.136,0.72,0.105,0.071,0.151,0.055,0.128,Ahmet_Hamdi
TXT_0665,6.35,24.01,0.138,0.73,0.148,0.105,0.166,0.079,0.06,Ahmet_Hamdi
TXT_0666,4.94,18.63,0.12,0.7,0.152,0.073,0.117,0.082,0.097,Halide_Edip
TXT_0667,5.23,21.08,0.132,0.72,0.208,0.114,0.116,0.031,0.044,Halide_Edip
TXT_0668,6.04,23.01,0.148,0.78,0.189,0.054,0.114,0.052,0.105,Ahmet_Hamdi
TXT_0669,5.31,20.95,0.139,0.63,0.195,0.103,0.164,0.089,0.057,Halide_Edip
TXT_0670,5.64,19.16,0.127,0.84,0.231,0.086,0.087,0.034,0.112,Ahmet_Hamdi
TXT_0671,6.29,20.73,0.138,0.75,0.177,0.083,0.162,0.066,0.099,Ahmet_Hamdi
TXT_0672,6.09,18.45,0.153,0.76,0.192,0.094,0.131,0.028,0.126,Peyami_Safa
TXT_0673,5.03,19.16,0.107,0.66,0.246,0.057,0.119,0.041,0.104,Halide_Edip
TXT_0674,5.37,18.91,0.104,0.74,0.102,0.105,0.103,0.078,0.064,Halide_Edip
TXT_0675,5.72,18.99,0.122,0.79,0.231,0.069,0.159,0.098,0.077,Peyami_Safa
TXT_0676,5.7,16.8,0.12,0.67,0.229,0.064,0.115,0.081,0.084,Halide_Edip
TXT_0677,5.26,24.67,0.119,0.7,0.122,0.056,0.109,0.073,0.122,Peyami_Safa
TXT_0678,5.51,21.33,0.172,0.82,0.141,0.112,0.085,0.036,0.114,Ahmet_Hamdi
TXT_0679,5.39,19.32,0.137,0.66,0.188,0.084,0.137,0.048,0.086,Peyami_Safa
TXT_0680,6.09,24.8,0.132,0.78,0.122,0.099,0.14,0.055,0.065,Peyami_Safa
TXT_0681,6.42,21.93,0.165,0.78,0.144,0.089,0.147,0.024,0.105,Ahmet_Hamdi
TXT_0682,6.08,19.13,0.125,0.7,0.187,0.116,0.126,0.029,0.045,Peyami_Safa
TXT_0683,5.72,15.79,0.09,0.62,0.23,0.064,0.172,0.049,0.119,Halide_Edip
TXT_0684,5.74,23.8,0.132,0.76,0.141,0.065,0.16,0.091,0.081,Peyami_Safa
TXT_0685,5.35,19.4,0.125,0.7,0.171,0.071,0.093,0.023,0.062,Halide_Edip
TXT_0686,5.74,20.37,0.139,0.63,0.21,0.1,0.153,0.061,0.115,Halide_Edip
TXT_0687,5.51,18.98,0.109,0.66,0.189,0.094,0.092,0.063,0.1,Halide_Edip
TXT_0688,5.11,17.05,0.108,0.73,0.104,0.076,0.138,0.087,0.067,Halide_Edip
TXT_0689,5.39,23.54,0.113,0.8,0.172,0.085,0.124,0.037,0.088,Peyami_Safa
TXT_0690,5.36,20.52,0.113,0.67,0.16,0.098,0.145,0.046,0.094,Peyami_Safa
TXT_0691,5.53,26.88,0.171,0.79,0.105,0.059,0.097,0.085,0.136,Ahmet_Hamdi
TXT_0692,6.13,20.56,0.129,0.66,0.218,0.108,0.152,0.051,0.041,Peyami_Safa
TXT_0693,5.49,16.44,0.123,0.74,0.248,0.051,0.127,0.079,0.119,Halide_Edip
TXT_0694,5.41,16.37,0.106,0.69,0.198,0.061,0.105,0.026,0.113,Halide_Edip
TXT_0695,5.83,23.91,0.138,0.81,0.105,0.062,0.127,0.035,0.062,Ahmet_Hamdi
TXT_0696,5.65,16.72,0.148,0.76,0.118,0.106,0.094,0.036,0.11,Peyami_Safa
TXT_0697,5.27,18.01,0.134,0.62,0.135,0.074,0.101,0.068,0.11,Halide_Edip
TXT_0698,5.5,17.11,0.118,0.62,0.146,0.077,0.086,0.031,0.119,Halide_Edip
TXT_0699,5.66,17.41,0.141,0.7,0.125,0.092,0.166,0.093,0.043,Peyami_Safa
TXT_0700,6.15,16.27,0.153,0.66,0.152,0.086,0.104,0.097,0.125,Peyami_Safa
TXT_0701,6.25,21.4,0.152,0.83,0.164,0.072,0.163,0.03,0.138,Ahmet_Hamdi
TXT_0702,6.08,27.21,0.152,0.73,0.248,0.101,0.134,0.067,0.101,Ahmet_Hamdi
TXT_0703,6.43,19.0,0.169,0.75,0.244,0.091,0.156,0.084,0.056,Ahmet_Hamdi
TXT_0704,5.46,18.55,0.123,0.62,0.22,0.093,0.108,0.045,0.047,Halide_Edip
TXT_0705,6.35,27.01,0.127,0.77,0.1,0.112,0.135,0.063,0.112,Ahmet_Hamdi
TXT_0706,6.36,27.87,0.142,0.74,0.154,0.066,0.118,0.066,0.123,Ahmet_Hamdi
TXT_0707,5.58,21.25,0.127,0.8,0.168,0.078,0.121,0.027,0.058,Ahmet_Hamdi
TXT_0708,5.51,21.31,0.096,0.64,0.206,0.095,0.14,0.066,0.059,Halide_Edip
TXT_0709,5.86,18.98,0.152,0.78,0.178,0.113,0.136,0.066,0.144,Ahmet_Hamdi
TXT_0710,5.58,21.52,0.143,0.68,0.103,0.054,0.144,0.078,0.137,Peyami_Safa
TXT_0711,5.82,23.8,0.134,0.69,0.198,0.065,0.142,0.043,0.084,Peyami_Safa
TXT_0712,5.21,14.09,0.109,0.74,0.234,0.051,0.153,0.09,0.119,Halide_Edip
TXT_0713,5.71,20.77,0.112,0.63,0.195,0.093,0.154,0.093,0.05,Halide_Edip
TXT_0714,5.67,14.91,0.095,0.74,0.236,0.064,0.129,0.064,0.09,Halide_Edip
TXT_0715,5.01,21.83,0.108,0.72,0.228,0.096,0.175,0.072,0.089,Halide_Edip
TXT_0716,5.37,22.51,0.132,0.66,0.195,0.114,0.148,0.099,0.121,Peyami_Safa
TXT_0717,5.81,25.95,0.158,0.75,0.228,0.065,0.138,0.068,0.101,Ahmet_Hamdi
TXT_0718,5.28,21.84,0.112,0.67,0.176,0.085,0.173,0.078,0.139,Halide_Edip
TXT_0719,6.18,20.79,0.146,0.76,0.14,0.077,0.134,0.059,0.133,Peyami_Safa
TXT_0720,5.73,24.63,0.146,0.82,0.245,0.105,0.173,0.082,0.143,Ahmet_Hamdi
TXT_0721,5.4,19.18,0.158,0.75,0.249,0.119,0.168,0.095,0.133,Peyami_Safa
TXT_0722,5.21,16.61,0.101,0.69,0.168,0.073,0.091,0.051,0.051,Halide_Edip
TXT_0723,5.96,27.93,0.138,0.84,0.12,0.068,0.118,0.077,0.147,Ahmet_Hamdi
TXT_0724,5.37,17.73,0.112,0.65,0.172,0.107,0.165,0.051,0.098,Peyami_Safa
TXT_0725,4.92,20.0,0.138,0.71,0.207,0.079,0.127,0.033,0.13,Halide_Edip
TXT_0726,5.16,19.93,0.099,0.7,0.231,0.09,0.157,0.031,0.089,Halide_Edip
TXT_0727,4.9,19.37,0.105,0.72,0.152,0.074,0.103,0.056,0.086,Halide_Edip
TXT_0728,5.82,22.31,0.179,0.79,0.151,0.096,0.088,0.069,0.08,Ahmet_Hamdi
TXT_0729,5.11,17.22,0.104,0.68,0.183,0.111,0.092,0.027,0.088,Halide_Edip
TXT_0730,6.45,26.0,0.148,0.71,0.174,0.059,0.117,0.082,0.044,Ahmet_Hamdi
TXT_0731,5.14,16.56,0.128,0.66,0.191,0.077,0.16,0.099,0.078,Halide_Edip
TXT_0732,5.69,17.69,0.112,0.68,0.168,0.115,0.106,0.08,0.081,Peyami_Safa
TXT_0733,5.27,14.35,0.104,0.67,0.201,0.09,0.174,0.075,0.065,Halide_Edip
TXT_0734,5.47,21.54,0.093,0.67,0.238,0.087,0.142,0.085,0.067,Halide_Edip
TXT_0735,5.51,15.0,0.123,0.72,0.227,0.065,0.147,0.059,0.141,Halide_Edip
TXT_0736,5.69,25.26,0.174,0.82,0.247,0.088,0.103,0.087,0.09,Ahmet_Hamdi
TXT_0737,6.06,26.68,0.14,0.85,0.159,0.054,0.143,0.067,0.086,Ahmet_Hamdi
TXT_0738,5.66,23.63,0.158,0.68,0.242,0.102,0.164,0.031,0.102,Peyami_Safa
TXT_0739,5.07,16.83,0.108,0.74,0.13,0.055,0.157,0.074,0.135,Halide_Edip
TXT_0740,5.43,17.37,0.101,0.67,0.113,0.088,0.172,0.048,0.062,Halide_Edip
TXT_0741,5.51,19.84,0.121,0.67,0.107,0.112,0.132,0.034,0.131,Halide_Edip
TXT_0742,5.25,19.22,0.139,0.74,0.248,0.116,0.122,0.064,0.079,Peyami_Safa
TXT_0743,5.66,24.46,0.144,0.71,0.182,0.118,0.152,0.046,0.114,Ahmet_Hamdi
TXT_0744,5.63,22.47,0.151,0.65,0.154,0.097,0.104,0.091,0.107,Peyami_Safa
TXT_0745,6.12,21.31,0.15,0.78,0.248,0.051,0.159,0.048,0.06,Peyami_Safa
TXT_0746,5.67,21.29,0.14,0.68,0.162,0.055,0.144,0.043,0.118,Halide_Edip
TXT_0747,6.23,18.38,0.177,0.77,0.241,0.08,0.084,0.029,0.044,Ahmet_Hamdi
TXT_0748,5.6,18.38,0.151,0.77,0.241,0.116,0.118,0.042,0.105,Peyami_Safa
TXT_0749,5.46,17.19,0.099,0.68,0.204,0.097,0.128,0.08,0.149,Halide_Edip
TXT_0750,5.23,24.15,0.153,0.71,0.119,0.092,0.169,0.02,0.132,Peyami_Safa
TXT_0751,5.7,14.88,0.101,0.62,0.213,0.094,0.08,0.06,0.115,Halide_Edip
TXT_0752,5.78,27.53,0.156,0.74,0.14,0.11,0.133,0.021,0.143,Ahmet_Hamdi
TXT_0753,5.11,20.05,0.115,0.73,0.245,0.082,0.131,0.052,0.098,Halide_Edip
TXT_0754,6.11,25.01,0.177,0.81,0.217,0.109,0.133,0.023,0.052,Ahmet_Hamdi
TXT_0755,5.73,23.0,0.165,0.78,0.18,0.115,0.097,0.048,0.044,Ahmet_Hamdi
TXT_0756,5.71,16.63,0.127,0.75,0.195,0.097,0.142,0.066,0.12,Peyami_Safa
TXT_0757,5.58,21.78,0.149,0.75,0.202,0.061,0.176,0.05,0.058,Peyami_Safa
TXT_0758,5.73,21.63,0.1,0.73,0.198,0.06,0.171,0.068,0.118,Halide_Edip
TXT_0759,5.71,20.08,0.143,0.71,0.242,0.116,0.113,0.035,0.103,Peyami_Safa
TXT_0760,6.17,23.21,0.158,0.71,0.245,0.093,0.131,0.081,0.102,Peyami_Safa
TXT_0761,5.0,21.36,0.12,0.61,0.196,0.112,0.146,0.032,0.144,Halide_Edip
TXT_0762,5.97,17.34,0.149,0.67,0.218,0.08,0.091,0.075,0.109,Peyami_Safa
TXT_0763,5.64,20.41,0.177,0.74,0.125,0.111,0.169,0.074,0.127,Ahmet_Hamdi
TXT_0764,5.7,23.01,0.176,0.73,0.24,0.098,0.139,0.068,0.101,Ahmet_Hamdi
TXT_0765,5.35,14.12,0.107,0.67,0.169,0.099,0.11,0.086,0.098,Halide_Edip
TXT_0766,6.2,20.71,0.14,0.75,0.148,0.119,0.113,0.058,0.133,Ahmet_Hamdi
TXT_0767,5.73,22.34,0.15,0.73,0.152,0.063,0.146,0.074,0.134,Ahmet_Hamdi
TXT_0768,5.68,22.82,0.131,0.81,0.209,0.118,0.09,0.037,0.127,Ahmet_Hamdi
TXT_0769,5.38,21.67,0.134,0.68,0.204,0.091,0.115,0.07,0.061,Peyami_Safa
TXT_0770,5.94,21.57,0.157,0.78,0.217,0.092,0.087,0.059,0.124,Peyami_Safa
TXT_0771,5.87,18.41,0.172,0.71,0.182,0.09,0.16,0.07,0.122,Ahmet_Hamdi
TXT_0772,5.57,22.17,0.145,0.8,0.232,0.078,0.132,0.062,0.063,Peyami_Safa
TXT_0773,5.99,17.91,0.113,0.78,0.19,0.104,0.155,0.084,0.044,Peyami_Safa
TXT_0774,5.86,21.29,0.156,0.7,0.185,0.075,0.141,0.052,0.124,Peyami_Safa
TXT_0775,5.37,19.31,0.107,0.62,0.129,0.11,0.12,0.054,0.147,Halide_Edip
TXT_0776,6.37,24.82,0.173,0.84,0.239,0.117,0.111,0.021,0.094,Ahmet_Hamdi
TXT_0777,6.23,20.79,0.179,0.83,0.235,0.098,0.12,0.073,0.048,Ahmet_Hamdi
TXT_0778,5.69,21.51,0.154,0.75,0.128,0.115,0.091,0.098,0.099,Peyami_Safa
TXT_0779,5.3,24.81,0.151,0.78,0.116,0.067,0.086,0.081,0.091,Peyami_Safa
TXT_0780,5.85,19.76,0.139,0.81,0.103,0.105,0.097,0.042,0.068,Ahmet_Hamdi
TXT_0781,4.9,15.23,0.106,0.71,0.169,0.09,0.108,0.074,0.11,Halide_Edip
TXT_0782,6.12,20.47,0.126,0.8,0.156,0.09,0.116,0.037,0.093,Ahmet_Hamdi
TXT_0783,5.74,24.49,0.145,0.76,0.225,0.083,0.148,0.066,0.123,Peyami_Safa
TXT_0784,6.09,22.0,0.135,0.7,0.132,0.057,0.118,0.075,0.131,Peyami_Safa
TXT_0785,5.64,16.66,0.115,0.66,0.14,0.055,0.143,0.07,0.041,Peyami_Safa
TXT_0786,5.51,24.62,0.145,0.71,0.123,0.109,0.137,0.052,0.105,Ahmet_Hamdi
TXT_0787,5.2,20.01,0.105,0.68,0.157,0.1,0.138,0.068,0.116,Halide_Edip
TXT_0788,5.62,22.86,0.141,0.68,0.242,0.105,0.103,0.061,0.129,Peyami_Safa
TXT_0789,4.91,19.94,0.095,0.67,0.206,0.099,0.152,0.041,0.129,Halide_Edip
